name_Jap,name_Eng,type,race,attribute,level,PS,atk,def,id,name_FullWidth_Jap
竜巻海流壁,Tornado Wall,TRAP CONTINUOUS,,,,,,,18605135,竜巻海流壁
炎王獣 ガネーシャ,Fire King Avatar Arvata,MONSTER EFFECT,BEASTWARRIOR,FIRE,4,,1800,200,18621798,炎王獣 ガネーシャ
マアト,Ma'at,MONSTER EFFECT SPSUMMON,FAIRY,LIGHT,10,,-2,-2,18631392,マアト
スクリーン・オブ・レッド,Red Screen,TRAP CONTINUOUS,,,,,,,18634367,スクリーン・オブ・レッド
クリオスフィンクス,Criosphinx,MONSTER EFFECT,ROCK,EARTH,6,,1200,2400,18654201,クリオスフィンクス
見世物ゴブリン,Goblin Circus,SPELL CONTINUOUS,,,,,,,18658572,見世物ゴブリン
クロノダイバー・フライバック,Time Thief Flyback,TRAP,,,,,,,18678554,クロノダイバー・フライバック
ガーベージ・オーガ,Garbage Ogre,MONSTER EFFECT,FIEND,DARK,3,,800,1300,18698739,ガーベージ・オーガ
怒りの海王,The Furious Sea King,MONSTER NORMAL,AQUA,WATER,3,,800,700,18710707,怒りの海王
インフェルニティ・フォース,Infernity Force,TRAP,,,,,,,18712704,インフェルニティ・フォース
レアメタルフォーゼ・ビスマギア,Raremetalfoes Bismugear,MONSTER EFFECT PENDULUM,PSYCHIC,FIRE,1,8,0,0,18716735,レアメタルフォーゼ・ビスマギア
インフェルニティ・アーチャー,Infernity Archer,MONSTER EFFECT,FIEND,DARK,6,,2000,1000,18724123,インフェルニティ・アーチャー
デストラクト・ポーション,Destruct Potion,TRAP,,,,,,,18739764,デストラクト・ポーション
メタファイズ・タイラント・ドラゴン,Metaphys Tyrant Dragon,MONSTER EFFECT,WYRM,LIGHT,8,,2900,2500,18743376,メタファイズ・タイラント・ドラゴン
マジカル・スター・イリュージョン,Magical Star Illusion,SPELL,,,,,,,18752707,マジカル・スター・イリュージョン
偽りの種,Seed of Deception,SPELL QUICKPLAY,,,,,,,18752938,偽りの種
馬の骨の対価,White Elephant's Gift,SPELL,,,,,,,18756904,馬の骨の対価
ドットスケーパー,Dotscaper,MONSTER EFFECT,CYBERSE,EARTH,1,,0,2100,18789533,ドットスケーパー
黒竜降臨,Dark Dragon Ritual,SPELL RITUAL,,,,,,,18803791,黒竜降臨
六芒星の呪縛,Spellbinding Circle,TRAP CONTINUOUS,,,,,,,18807108,六芒星の呪縛
六芒星の呪縛,Spellbinding Circle,TRAP CONTINUOUS,,,,,,,18807109,六芒星の呪縛
魔導契約の扉,Magical Contract Door,SPELL,,,,,,,18809562,魔導契約の扉
侵略の波動,First Step Towards Infestation,TRAP,,,,,,,18816758,侵略の波動
マザー・ブレイン,Cranium Fish,MONSTER EFFECT,FISH,WATER,6,,2400,1000,18828179,マザー・ブレイン
切れぎみ隊長,Motivating Captain,MONSTER EFFECT,WARRIOR,EARTH,1,,400,1200,18837926,切れぎみ隊長
パワー・インベーダー,Power Invader,MONSTER EFFECT,FIEND,DARK,5,,2200,0,18842395,パワー・インベーダー
ZW－玄武絶対聖盾,ZW - Ultimate Shield,MONSTER EFFECT,AQUA,EARTH,4,,0,2000,18865703,ＺＷ－玄武絶対聖盾
パーフェクト機械王,Perfect Machine King,MONSTER EFFECT,MACHINE,EARTH,8,,2700,1500,18891691,パーフェクト機械王
システム・ダウン,System Down,SPELL,,,,,,,18895832,システム・ダウン
DDD超死偉王ダークネス・ヘル・アーマゲドン,D/D/D Super Doom King Dark Armageddon,MONSTER EFFECT XYZ PENDULUM,FIEND,DARK,8,1,3500,3000,18897163,ＤＤＤ超死偉王ダークネス・ヘル・アーマゲドン
チェンジ・スライム,Change Slime,MONSTER NORMAL,AQUA,WATER,1,,400,300,18914778,チェンジ・スライム
灼熱の槍,Burning Spear,SPELL EQUIP,,,,,,,18937875,灼熱の槍
究極伝導恐獣,Ultimate Conductor Tyranno,MONSTER EFFECT SPSUMMON,DINOSAUR,LIGHT,10,,3500,3200,18940556,究極伝導恐獣
ゴブリン陽動部隊,Goblin Decoy Squad,MONSTER EFFECT,WARRIOR,DARK,4,,1000,0,18960169,ゴブリン陽動部隊
銀河眼の光波竜,Galaxy-Eyes Cipher Dragon,MONSTER EFFECT XYZ,DRAGON,LIGHT,8,,3000,2500,18963306,銀河眼の光波竜
速攻のかかし,Swift Scarecrow,MONSTER EFFECT,MACHINE,EARTH,1,,0,0,18964575,速攻のかかし
鎧獄竜－サイバー・ダークネス・ドラゴン,Cyberdarkness Dragon,MONSTER EFFECT FUSION,MACHINE,DARK,10,,2000,2000,18967507,鎧獄竜－サイバー・ダークネス・ドラゴン
アマリリース,Amarylease,MONSTER EFFECT,PLANT,EARTH,1,,100,200,18988391,アマリリース
化合獣オキシン・オックス,Chemicritter Oxy Ox,MONSTER EFFECT GEMINI,BEAST,WIND,2,,0,2100,18993198,化合獣オキシン・オックス
灰塵王 アッシュ・ガッシュ,Gash the Dust Lord,MONSTER EFFECT,FIEND,DARK,4,,1000,1200,19012345,灰塵王 アッシュ・ガッシュ
ジェムエレファント,Gem-Elephant,MONSTER EFFECT,ROCK,EARTH,3,,400,1900,19019586,ジェムエレファント
ヒーロー逆襲,Hero Counterattack,TRAP,,,,,,,19024706,ヒーロー逆襲
ロード・オブ・ザ・レッド,Lord of the Red,MONSTER EFFECT RITUAL,DRAGON,FIRE,8,,2400,2100,19025379,ロード・オブ・ザ・レッド
獣神機王バルバロスUr,Beast Machine King Barbaros Ür,MONSTER EFFECT,BEASTWARRIOR,EARTH,8,,3800,1200,19028307,獣神機王バルバロスＵｒ
エレメントセイバー・マカニ,Elementsaber Makani,MONSTER EFFECT,WARRIOR,WIND,2,,1300,1200,19036557,エレメントセイバー・マカニ
デュアル・サモナー,Gemini Summoner,MONSTER EFFECT,SPELLCASTER,WATER,4,,1500,0,19041767,デュアル・サモナー
幻竜星－チョウホウ,"Chaofeng, Phantom of the Yang Zing",MONSTER EFFECT SYNCHRO,WYRM,LIGHT,9,,2800,2200,19048328,幻竜星－チョウホウ
炎舞－「玉衝」,Fire Formation - Gyokkou,SPELL CONTINUOUS,,,,,,,19059929,炎舞－「玉衝」
轟きの大海蛇,Roaring Ocean Snake,MONSTER FUSION,AQUA,WATER,6,,2100,1800,19066538,轟きの大海蛇
セコンド・ゴブリン,Second Goblin,MONSTER EFFECT UNION,FIEND,DARK,1,,100,100,19086954,セコンド・ゴブリン
潜海奇襲,Sea Stealth Attack,TRAP CONTINUOUS,,,,,,,19089195,潜海奇襲
プリベントマト,Interceptomato,MONSTER EFFECT,PLANT,EARTH,2,,800,800,19113101,プリベントマト
スクラップ・ビースト,Scrap Beast,MONSTER EFFECT TUNER,BEAST,EARTH,4,,1600,1300,19139516,スクラップ・ビースト
ノーブル・ド・ノワール,Patrician of Darkness,MONSTER EFFECT,ZOMBIE,DARK,5,,2000,1400,19153634,ノーブル・ド・ノワール
魔法除去,De-Spell,SPELL,,,,,,,19159413,魔法除去
エンタメデュエル,Dueltaining,SPELL FIELD,,,,,,,19162134,エンタメデュエル
ジェムナイト・オブシディア,Gem-Knight Obsidian,MONSTER EFFECT,ROCK,EARTH,3,,1500,1200,19163116,ジェムナイト・オブシディア
ジェネクス・ニュートロン,Genex Neutron,MONSTER EFFECT,MACHINE,LIGHT,4,,1800,1200,19182751,ジェネクス・ニュートロン
幻影解放,Vision Release,SPELL,,,,,,,19186123,幻影解放
戦乙女の戦車,Valkyrie Chariot,MONSTER EFFECT UNION,FAIRY,WIND,3,,500,1000,19190082,戦乙女の戦車
A・O・J ライト・ゲイザー,Ally of Justice Light Gazer,MONSTER EFFECT SYNCHRO,MACHINE,DARK,8,,2400,1600,19204398,Ａ・Ｏ・Ｊ ライト・ゲイザー
ネメシス・フラッグ,Nemesys Flag,MONSTER EFFECT,PYRO,FIRE,2,,1100,200,19211362,ネメシス・フラッグ
オッドアイズ・セイバー・ドラゴン,Odd-Eyes Saber Dragon,MONSTER EFFECT,DRAGON,LIGHT,7,,2800,2000,19221310,オッドアイズ・セイバー・ドラゴン
死者への供物,Offerings to the Doomed,SPELL QUICKPLAY,,,,,,,19230407,死者への供物
死者への供物,Offerings to the Doomed,SPELL QUICKPLAY,,,,,,,19230408,死者への供物
トラップ・ジャマー,Trap Jammer,TRAP COUNTER,,,,,,,19252988,トラップ・ジャマー
仁王立ち,Rise to Full Height,TRAP,,,,,,,19254117,仁王立ち
エルシャドール・アノマリリス,El Shaddoll Anoyatyllis,MONSTER EFFECT FUSION,FIEND,WATER,9,,2700,2000,19261966,エルシャドール・アノマリリス
DD魔導賢者ニュートン,D/D Savant Newton,MONSTER EFFECT PENDULUM,FIEND,DARK,7,10,0,0,19302550,ＤＤ魔導賢者ニュートン
魂の造形家,Spirit Sculptor,MONSTER EFFECT,FAIRY,LIGHT,4,,1600,2100,19307353,魂の造形家
紋章獣ツインヘッド・イーグル,Heraldic Beast Twin-Headed Eagle,MONSTER EFFECT,WINGEDBEAST,WIND,4,,1200,1400,19310321,紋章獣ツインヘッド・イーグル
罠封印の呪符,Talisman of Trap Sealing,SPELL CONTINUOUS,,,,,,,19312169,罠封印の呪符
X・HERO ヘル・デバイサー,Xtra HERO Infernal Devicer,MONSTER EFFECT LINK,FIEND,DARK,2,,1700,3,19324993,Ｘ・ＨＥＲＯ ヘル・デバイサー
闇霊使いダルク,Dharc the Dark Charmer,MONSTER EFFECT FLIP,SPELLCASTER,DARK,3,,500,1500,19327348,闇霊使いダルク
No.12 機甲忍者クリムゾン・シャドー,Number 12: Crimson Shadow Armor Ninja,MONSTER EFFECT XYZ,WARRIOR,EARTH,5,,2400,1700,19333131,Ｎｏ.１２ 機甲忍者クリムゾン・シャドー
ヒステリック・サイン,Hysteric Sign,SPELL CONTINUOUS,,,,,,,19337371,ヒステリック・サイン
影無茶ナイト,Kagemucha Knight,MONSTER EFFECT,WARRIOR,DARK,3,,0,0,19353570,影無茶ナイト
ジェムナイトレディ・ブリリアント・ダイヤ,Gem-Knight Lady Brilliant Diamond,MONSTER EFFECT FUSION,ROCK,EARTH,10,,3400,2000,19355597,ジェムナイトレディ・ブリリアント・ダイヤ
ダーク・アサシン,Dark Hunter,MONSTER EFFECT,FIEND,DARK,4,,1600,400,19357125,ダーク・アサシン
バーニングブラッド,Molten Destruction,SPELL FIELD,,,,,,,19384334,バーニングブラッド
フェザー・ショット,Feather Shot,SPELL,,,,,,,19394153,フェザー・ショット
コトダマ,Kotodama,MONSTER EFFECT,FAIRY,EARTH,3,,0,1600,19406822,コトダマ
満天禍コルドー,Cataclysmic Cryonic Coldo,MONSTER EFFECT,FAIRY,WIND,8,,2600,200,19420830,満天禍コルドー
魔轟神クルス,Fabled Krus,MONSTER EFFECT,FIEND,LIGHT,2,,1000,800,19439119,魔轟神クルス
電池メン－業務用,Batteryman Industrial Strength,MONSTER EFFECT SPSUMMON,THUNDER,LIGHT,8,,2600,0,19441018,電池メン－業務用
スネーク・チョーク,Serpent Suppression,TRAP CONTINUOUS,,,,,,,19451302,スネーク・チョーク
BF－弔風のデス,Blackwing - Decay the Ill Wind,MONSTER EFFECT TUNER,WINGEDBEAST,DARK,4,,1000,1000,19462747,ＢＦ－弔風のデス
マンドラゴン,Mandragon,MONSTER NORMAL PENDULUM,PLANT,EARTH,5,2,2500,1000,19474136,マンドラゴン
メタファイズ・ラグナロク,Metaphys Ragnarok,MONSTER EFFECT TUNER,WYRM,LIGHT,4,,1500,1000,19476824,メタファイズ・ラグナロク
ペンデュラム・シフト,Pendulum Transfer,SPELL,,,,,,,19501924,ペンデュラム・シフト
沈黙の魔導剣士－サイレント・パラディン,Silent Paladin,MONSTER EFFECT,FAIRY,LIGHT,4,,500,1500,19502505,沈黙の魔導剣士－サイレント・パラディン
ウィード,Nettles,MONSTER EFFECT TUNER,PLANT,EARTH,2,,1200,400,19505896,ウィード
月鏡の盾,Moon Mirror Shield,SPELL EQUIP,,,,,,,19508728,月鏡の盾
昼夜の大火事,Ookazi,SPELL,,,,,,,19523799,昼夜の大火事
愚鈍の斧,Axe of Fools,SPELL EQUIP,,,,,,,19578592,愚鈍の斧
DDラミア,D/D Lamia,MONSTER EFFECT TUNER,FIEND,DARK,1,,100,1900,19580308,ＤＤラミア
セットアッパー,Setuppercut,TRAP,,,,,,,19590644,セットアッパー
ネオスペース・コンダクター,Neo Space Pathfinder,MONSTER EFFECT,WARRIOR,LIGHT,4,,1800,800,19594506,ネオスペース・コンダクター
アビスケイル－ケートス,Abyss-scale of Cetus,SPELL EQUIP,,,,,,,19596712,アビスケイル－ケートス
ナチュル・レディバグ,Naturia Ladybug,MONSTER EFFECT,INSECT,EARTH,1,,100,100,19605133,ナチュル・レディバグ
円盤闘士,Disc Fighter,MONSTER EFFECT,WARRIOR,EARTH,4,,1000,1000,19612721,円盤闘士
大嵐,Heavy Storm,SPELL,,,,,,,19613556,大嵐
EM五虹の魔術師,Performapal Five-Rainbow Magician,MONSTER EFFECT PENDULUM,SPELLCASTER,LIGHT,1,12,100,100,19619755,ＥＭ五虹の魔術師
急き兎馬,Red Hared Hasty Horse,MONSTER EFFECT,BEAST,WIND,5,,2000,1800,19636995,急き兎馬
フルール・シンクロン,Fleur Synchron,MONSTER EFFECT TUNER,MACHINE,LIGHT,2,,400,200,19642774,フルール・シンクロン
コアキメイル・パワーハンド,Koa'ki Meiru Powerhand,MONSTER EFFECT,MACHINE,EARTH,4,,2100,1600,19642889,コアキメイル・パワーハンド
バトルフェーダー,Battle Fader,MONSTER EFFECT,FIEND,DARK,1,,0,0,19665973,バトルフェーダー
ゴゴゴギガース,Gogogo Gigas,MONSTER EFFECT,ROCK,EARTH,4,,0,2200,19667590,ゴゴゴギガース
メールの階段,Stairs of Mail,SPELL CONTINUOUS,,,,,,,19671102,メールの階段
ウィッチクラフト・スクロール,Witchcrafter Scroll,SPELL CONTINUOUS,,,,,,,19673561,ウィッチクラフト・スクロール
聖騎士ガウェイン,Noble Knight Gawayn,MONSTER EFFECT,WARRIOR,LIGHT,4,,1900,500,19680539,聖騎士ガウェイン
妖精騎士イングナル,Fairy Knight Ingunar,MONSTER EFFECT XYZ,PLANT,EARTH,6,,2200,3000,19684740,妖精騎士イングナル
ドドドボット,Dododo Bot,MONSTER EFFECT,MACHINE,EARTH,4,,1800,1900,19700943,ドドドボット
電池メン－単二型,Batteryman C,MONSTER EFFECT,THUNDER,LIGHT,2,,0,0,19733961,電池メン－単二型
ゲート・キーパー,Gatekeeper,MONSTER NORMAL,MACHINE,DARK,5,,1500,1800,19737320,ゲート・キーパー
干ばつの結界像,Barrier Statue of the Drought,MONSTER EFFECT,ROCK,EARTH,4,,1000,1000,19740112,干ばつの結界像
真紅眼の黒竜剣,Red-Eyes Black Dragon Sword,MONSTER EFFECT FUSION,DRAGON,DARK,7,,2400,2000,19747827,真紅眼の黒竜剣
聖剣を抱く王妃ギネヴィア,"Gwenhwyfar, Queen of Noble Arms",MONSTER EFFECT,SPELLCASTER,LIGHT,2,,300,300,19748583,聖剣を抱く王妃ギネヴィア
不運なリポート,An Unfortunate Report,TRAP,,,,,,,19763315,不運なリポート
伝説のフィッシャーマン二世,The Legendary Fisherman II,MONSTER EFFECT,WARRIOR,WATER,5,,2200,1800,19801646,伝説のフィッシャーマン二世
DDバフォメット,D/D Berfomet,MONSTER EFFECT,FIEND,DARK,4,,1400,1800,19808608,ＤＤバフォメット
U.A.スタジアム,U.A. Stadium,SPELL FIELD,,,,,,,19814508,Ｕ.Ａ.スタジアム
死者の生還,Return of the Doomed,SPELL,,,,,,,19827717,死者の生還
召喚制限－パワーフィルター,Power Filter,SPELL CONTINUOUS,,,,,,,19844995,召喚制限－パワーフィルター
ヘルフレイムエンペラー,Infernal Flame Emperor,MONSTER EFFECT,PYRO,FIRE,9,,2700,1600,19847532,ヘルフレイムエンペラー
進撃の帝王,March of the Monarchs,SPELL CONTINUOUS,,,,,,,19870120,進撃の帝王
アルティメット・インセクト LV7,Ultimate Insect LV7,MONSTER EFFECT,INSECT,WIND,7,,2600,1200,19877898,アルティメット・インセクト ＬＶ７
白の水鏡,White Mirror,SPELL,,,,,,,19885332,白の水鏡
クロノダイバー・レギュレーター,Time Thief Regulator,MONSTER EFFECT,MACHINE,DARK,4,,600,200,19891131,クロノダイバー・レギュレーター
ギアギアギア XG,Geargiagear Gigant XG,MONSTER EFFECT XYZ,MACHINE,EARTH,3,,2500,1300,19891310,ギアギアギア ＸＧ
侵略の一手,First Step Towards Infestation,SPELL QUICKPLAY,,,,,,,19932396,侵略の一手
サイバネット・リグレッション,Cynet Regression,TRAP,,,,,,,19943114,サイバネット・リグレッション
戒めの龍,Punishment Dragon,MONSTER EFFECT SPSUMMON,DRAGON,DARK,8,,3000,2600,19959563,戒めの龍
リチュア・シェルフィッシュ,Gishki Mollusk,MONSTER EFFECT,AQUA,WATER,4,,1700,900,19959742,リチュア・シェルフィッシュ
C・ドラゴン,Iron Chain Dragon,MONSTER EFFECT SYNCHRO,DRAGON,EARTH,6,,2500,1300,19974580,Ｃ・ドラゴン
ダイヤモンドダスト・サイクロン,Diamond-Dust Cyclone,SPELL QUICKPLAY,,,,,,,19980975,ダイヤモンドダスト・サイクロン
雲魔物－ニンバスマン,Cloudian - Nimbusman,MONSTER EFFECT,FAIRY,WATER,5,,1000,1000,20003527,雲魔物－ニンバスマン
集いし願い,Converging Wishes,TRAP,,,,,,,20007374,集いし願い
ギミック・パペット－ボム・エッグ,Gimmick Puppet Egg Head,MONSTER EFFECT,MACHINE,EARTH,4,,1600,1200,20032555,ギミック・パペット－ボム・エッグ
旅人の到彼岸,The Traveler and the Burning Abyss,TRAP,,,,,,,20036055,旅人の到彼岸
水晶機巧－シトリィ,Crystron Citree,MONSTER EFFECT TUNER,MACHINE,WATER,2,,500,500,20050865,水晶機巧－シトリィ
グレイドル・スライム,Graydle Slime,MONSTER EFFECT TUNER,AQUA,WATER,5,,0,2000,20056760,グレイドル・スライム
フォーチュン・インハーリット,Inherited Fortune,TRAP,,,,,,,20057949,フォーチュン・インハーリット
ハードアーマー,Hard Armor,MONSTER NORMAL,WARRIOR,EARTH,3,,300,1200,20060230,ハードアーマー
クリボーを呼ぶ笛,The Flute of Summoning Kuriboh,SPELL QUICKPLAY,,,,,,,20065322,クリボーを呼ぶ笛
絶対魔法禁止区域,Non-Spellcasting Area,SPELL CONTINUOUS,,,,,,,20065549,絶対魔法禁止区域
天照大神,Amaterasu,MONSTER EFFECT SPIRIT,FAIRY,LIGHT,9,,3000,3000,20073910,天照大神
神の息吹,Breath of Light,SPELL,,,,,,,20101223,神の息吹
A・ジェネクス・チェンジャー,Genex Ally Changer,MONSTER EFFECT,MACHINE,DARK,3,,1200,1800,20127343,Ａ・ジェネクス・チェンジャー
流星方界器デューザ,Duza the Meteor Cubic Vessel,MONSTER EFFECT,MACHINE,LIGHT,4,,1600,1600,20137754,流星方界器デューザ
反魔鏡,Anti-Magic Prism,TRAP,,,,,,,20138923,反魔鏡
オーバーウェルム,Overwhelm,TRAP COUNTER,,,,,,,20140382,オーバーウェルム
先史遺産カブレラの投石機,Chronomaly Cabrera Trebuchet,MONSTER EFFECT,ROCK,EARTH,4,,0,1800,20154092,先史遺産カブレラの投石機
十二獣クックル,Zoodiac Kataroost,MONSTER EFFECT,BEASTWARRIOR,EARTH,4,,800,1200,20155904,十二獣クックル
ナチュル・バンブーシュート,Naturia Bamboo Shoot,MONSTER EFFECT,PLANT,EARTH,5,,2000,2000,20174189,ナチュル・バンブーシュート
泉の精霊,Fairy of the Spring,SPELL,,,,,,,20188127,泉の精霊
剛鬼ムーンサルト,Gouki Moonsault,MONSTER EFFECT,WARRIOR,EARTH,6,,1900,0,20191720,剛鬼ムーンサルト
白夜の女王,White Night Queen,MONSTER EFFECT,FAIRY,LIGHT,7,,2100,800,20193924,白夜の女王
再起する剣闘獣,Gladiator Beast's Comeback,SPELL,,,,,,,20201255,再起する剣闘獣
レグルス,Regulus,MONSTER EFFECT,BEAST,LIGHT,4,,1700,1000,20210570,レグルス
セレモニーベル,Ceremonial Bell,MONSTER EFFECT,SPELLCASTER,LIGHT,3,,0,1850,20228463,セレモニーベル
,Plunder Patrollship Moerk,MONSTER EFFECT XYZ,FIEND,DARK,4,,1000,2500,20248754,
サンダー・ショート,Thunder Short,SPELL,,,,,,,20264508,サンダー・ショート
Brotherhood of the Fire Fist - Peacock,Brotherhood of the Fire Fist - Peacock,MONSTER EFFECT LINK,BEASTWARRIOR,FIRE,2,,1000,10,20265095,Brotherhood of the Fire Fist - Peacock
神竜 アポカリプス,Divine Dragon Apocralyph,MONSTER EFFECT,DRAGON,DARK,4,,1000,1500,20277376,神竜 アポカリプス
鎧武者ゾンビ,Armored Zombie,MONSTER NORMAL,ZOMBIE,DARK,3,,1500,0,20277860,鎧武者ゾンビ
EMモモンカーペット,Performapal Momoncarpet,MONSTER EFFECT FLIP PENDULUM,BEAST,EARTH,3,7,1000,100,20281581,ＥＭモモンカーペット
マスター・ピース,Halfway to Forever,TRAP,,,,,,,20285786,マスター・ピース
アーティファクト－デスサイズ,Artifact Scythe,MONSTER EFFECT,FAIRY,LIGHT,5,,2200,900,20292186,アーティファクト－デスサイズ
フェアリー・ドラゴン,Fairy Dragon,MONSTER NORMAL,DRAGON,WIND,4,,1100,1200,20315854,フェアリー・ドラゴン
雷源龍－サンダー・ドラゴン,Thunder Dragonmatrix,MONSTER EFFECT,THUNDER,LIGHT,1,,0,2000,20318029,雷源龍－サンダー・ドラゴン
ティーチャーマドルチェ・グラスフレ,Madolche Teacher Glassouffle,MONSTER EFFECT XYZ,FAIRY,EARTH,4,,1800,2500,20343502,ティーチャーマドルチェ・グラスフレ
